OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
1451,3314607383,,,84148995,,CC_BY_NC_4_0,2021-06-23T13:12:47Z,https://www.inaturalist.org/observations/84148995,,kfaller,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84148995,84148995,,kfaller,,,PRESENT,,,,,,,,,,,,2021-06-21 18:53:06,22:53:06Z,,,2021,6,21,6/21/21 18:53,,,,US,Alaska,,,,"Anchorage, AK, USA",,,,,60.947011,-149.27577,25787,,,,,,,,185389866,,kfaller,2021-06-23 6:15:18,,,47192,,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,canadensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:16.915Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3082270,3082270,6,7707728,220,949,6713,3082226,3082270,Cornus canadensis,Cornus,Cornus canadensis L.,Cornus canadensis,DWC_ARCHIVE,2022-03-15T19:07:16.915Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Cornus canadensis L.,NE
1452,3314604460,,,84224672,,CC_BY_NC_4_0,2021-06-24T04:39:40Z,https://www.inaturalist.org/observations/84224672,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84224672,84224672,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:38:01,20:38:01Z,,,2021,6,23,Wed Jun 23 2021 12:38:01 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.129196,-149.684024,5,,,,,,,,185538637,,billsherwonit,2021-06-23 20:38:11,,,79273,,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Streptopus,amplexifolius,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:17.473Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2752734,2752734,6,7707728,196,1172,7699,2752729,2752734,Streptopus amplexifolius,Streptopus,Streptopus amplexifolius (L.) DC.,Streptopus amplexifolius,DWC_ARCHIVE,2022-03-15T18:43:17.473Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Streptopus amplexifolius (L.) DC.,NE
1453,3314602470,,,84244060,,CC_BY_NC_4_0,2021-06-26T16:59:09Z,https://www.inaturalist.org/observations/84244060,,leahstolar,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84244060,84244060,,leahstolar,,,PRESENT,,,,,,ERNC,,,,,,2021-06-23 15:28:51,23:28:51Z,,,2021,6,23,Wed Jun 23 2021 15:28:51 GMT -0800 (AKDT),,,,US,Alaska,,,,Anchorage,,,,,61.224041,-149.269485,4,,,,,,,,185574359,,leahstolar,2021-06-23 23:29:09,,,78793,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,asarifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:23.009Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888271,2888271,6,7707728,220,1353,2505,2888249,2888271,Pyrola asarifolia,Pyrola,Pyrola asarifolia Michx.,Pyrola asarifolia,DWC_ARCHIVE,2022-03-15T19:11:23.009Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pyrola asarifolia Michx.,NE
1454,3314585475,,,84224208,,CC_BY_NC_4_0,2021-06-23T21:29:23Z,https://www.inaturalist.org/observations/84224208,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84224208,84224208,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:34:11,20:34:11Z,,,2021,6,23,Wed Jun 23 2021 12:34:11 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.129238,-149.684215,5,,,,,,,,185537666,,billsherwonit,2021-06-23 20:34:20,,,47192,,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,canadensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:45.475Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3082270,3082270,6,7707728,220,949,6713,3082226,3082270,Cornus canadensis,Cornus,Cornus canadensis L.,Cornus canadensis,DWC_ARCHIVE,2022-03-15T19:10:45.475Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Cornus canadensis L.,NE
1455,3314566371,,,84230034,,CC_BY_NC_4_0,2021-06-24T06:51:53Z,https://www.inaturalist.org/observations/84230034,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84230034,84230034,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 13:22:32,21:22:32Z,,,2021,6,23,Wed Jun 23 2021 13:22:32 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.123915,-149.676796,10,,,,,,,,185548968,,billsherwonit,2021-06-23 21:22:42,,,53094,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,maximum,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:01.447Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3034826,3034827,6,7707728,220,1351,6720,3034824,3034830,Heracleum sphondylium,Heracleum,Heracleum sphondylium subsp. montanum (Schleich. ex Gaudin) Briq.,Heracleum maximum,DWC_ARCHIVE,2022-03-15T19:07:01.447Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Heracleum maximum Bartram,LC
1456,3314565455,,,84222718,,CC_BY_NC_4_0,2021-06-24T06:53:08Z,https://www.inaturalist.org/observations/84222718,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84222718,84222718,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:22:00,20:22:00Z,,,2021,6,23,Wed Jun 23 2021 12:22:00 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.127691,-149.685557,621,,,,,,,,185534860,,billsherwonit,2021-06-23 20:22:13,,,47700,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,erianthum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:09.876Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2890394,2890394,6,7707728,220,624,4676,2889949,2890394,Geranium erianthum,Geranium,Geranium erianthum DC.,Geranium erianthum,DWC_ARCHIVE,2022-03-15T18:43:09.876Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Geranium erianthum DC.,NE
1457,3314551370,,,84227735,,CC_BY_NC_4_0,2021-06-25T19:26:48Z,https://www.inaturalist.org/observations/84227735,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84227735,84227735,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 13:02:16,21:02:16Z,,,2021,6,23,Wed Jun 23 2021 13:02:16 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.127477,-149.68298,5,,,,,,,,185544469,,billsherwonit,2021-06-23 21:02:25,,,167155,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,acutiflorum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:02.297Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2927866,2927866,6,7707728,220,1353,6648,2927831,2927866,Polemonium acutiflorum,Polemonium,Polemonium acutiflorum Willd. ex Roem. & Schult.,Polemonium acutiflorum,DWC_ARCHIVE,2022-03-15T18:43:02.297Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium acutiflorum Willd. ex Roem. & Schult.,LC
1459,3314541431,,,84227243,,CC_BY_NC_4_0,2021-06-24T06:52:11Z,https://www.inaturalist.org/observations/84227243,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84227243,84227243,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:58:55,20:58:55Z,,,2021,6,23,Wed Jun 23 2021 12:58:55 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.127851,-149.683515,5,,,,,,,,185543562,,billsherwonit,2021-06-23 20:59:03,,,48244,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,formosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:22.984Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8067481,8067481,6,7707728,220,399,2410,3033167,8067481,Aquilegia formosa,Aquilegia,Aquilegia formosa Fisch.,Aquilegia formosa,DWC_ARCHIVE,2022-03-15T18:43:22.984Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Aquilegia formosa Fisch.,NE
1460,3314534380,,,84226475,,CC_BY_NC_4_0,2021-06-24T06:52:24Z,https://www.inaturalist.org/observations/84226475,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84226475,84226475,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:52:03,20:52:03Z,,,2021,6,23,Wed Jun 23 2021 12:52:03 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.128689,-149.683875,260,,,,,,,,185541990,,billsherwonit,2021-06-23 20:52:12,,,54436,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,idaeus,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:11.811Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2993094,2993094,6,7707728,220,691,5015,2988638,2993094,Rubus idaeus,Rubus,Rubus idaeus L.,Rubus idaeus,DWC_ARCHIVE,2022-03-15T18:43:11.811Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rubus idaeus L.,NE
1461,3314529439,,,84211840,,CC_BY_NC_4_0,2021-06-26T05:18:50Z,https://www.inaturalist.org/observations/84211840,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84211840,84211840,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 10:49:54,18:49:54Z,,,2021,6,23,Wed Jun 23 2021 10:49:54 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.141986,-149.708769,65,,,,,,,,185514498,,billsherwonit,2021-06-23 18:50:08,,,160226,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,unalaschcensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:23:03.406Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3170721,3170721,6,7707728,220,408,6651,3170565,3170721,Castilleja unalaschcensis,Castilleja,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,Castilleja unalaschcensis,DWC_ARCHIVE,2022-03-15T19:23:03.406Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,NE
1462,3314526453,,,84226627,,CC_BY_NC_4_0,2021-06-28T22:50:06Z,https://www.inaturalist.org/observations/84226627,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84226627,84226627,,billsherwonit,,no evidence of flowering,PRESENT,,,,,,,,,,,,2021-06-23 12:53:22,20:53:22Z,,,2021,6,23,Wed Jun 23 2021 12:53:22 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.128532,-149.683991,5,,,,,,,,185542302,,billsherwonit,2021-06-23 20:53:33,,,564969,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,angustifolium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:05:04.009Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,6428353,6428353,6,7707728,220,690,2430,8406741,6428353,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium (L.) Scop.,Chamaenerion angustifolium,DWC_ARCHIVE,2022-03-15T19:05:04.009Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Chamaenerion angustifolium (L.) Scop.,LC
1463,3314522439,,,84239398,,CC_BY_NC_4_0,2021-06-24T21:41:57Z,https://www.inaturalist.org/observations/84239398,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84239398,84239398,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 14:46:43,22:46:43Z,,,2021,6,23,Wed Jun 23 2021 14:46:43 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.130255,-149.68794,10,,,,,,,,185595937,,billsherwonit,2021-06-24 1:27:14,,,77780,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Linnaea,borealis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:40.968Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5334220,5334220,6,7707728,220,946,6710,2888574,5334220,Linnaea borealis,Linnaea,Linnaea borealis L.,Linnaea borealis,DWC_ARCHIVE,2022-03-15T18:42:40.968Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Linnaea borealis L.,NE
1465,3314509902,,,83753318,,CC_BY_NC_4_0,2021-06-22T14:41:36Z,https://www.inaturalist.org/observations/83753318,,hbrewster,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83753318,83753318,,hbrewster,,,PRESENT,,,,,,,,,,,,2021-06-18 12:44:01,20:44:01Z,,,2021,6,18,Fri Jun 18 2021 12:44:01 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.098675,-149.683425,5,,,,,,,,184984273,,Aaron Wells,2021-06-21 16:34:40,,,490902,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,tomentosum,decumbens,SUBSPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:56.630Z,,,,StillImage,TRUE,FALSE,4926591,4926591,6,7707728,220,1353,2505,2883026,6400569,Rhododendron tomentosum,Rhododendron,Rhododendron tomentosum subsp. decumbens (Aiton) Elven & D.F.Murray,Rhododendron tomentosum decumbens,DWC_ARCHIVE,2022-03-15T18:42:56.630Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhododendron tomentosum subsp. decumbens (Aiton) Elven & D.F.Murray,
1467,3314490906,,,83754045,,CC_BY_NC_4_0,2021-06-21T02:09:10Z,https://www.inaturalist.org/observations/83754045,,hbrewster,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83754045,83754045,,hbrewster,,,PRESENT,,,,,,,,,,,,2021-06-18 12:15:00,20:15:00Z,,,2021,6,18,Fri Jun 18 2021 12:15:00 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.100825,-149.679838,7,,,,,,,,184607406,,hbrewster,2021-06-20 8:26:52,,,153003,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,chamaemorus,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:55:27.531Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2998290,2998290,6,7707728,220,691,5015,2988638,2998290,Rubus chamaemorus,Rubus,Rubus chamaemorus L.,Rubus chamaemorus,DWC_ARCHIVE,2022-03-15T18:55:27.531Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rubus chamaemorus L.,LC
1468,3314482096,,,83892923,,CC_BY_NC_4_0,2021-06-24T16:37:20Z,https://www.inaturalist.org/observations/83892923,,sjfarmer,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83892923,83892923,,sjfarmer,,,PRESENT,,,,,,,,,,,,2021-06-18 16:43:14,00:43:14Z,,,2021,6,18,Fri Jun 18 2021 16:43:14 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.10015,-149.589997,5,,,,,,,,184857485,,sjfarmer,2021-06-21 3:40:20,,,167165,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Polemonium,villosissimum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:03:05.287Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,7950135,7950135,6,7707728,220,1353,6648,2927831,7950135,Polemonium villosissimum,Polemonium,Polemonium villosissimum (Hultén) D.F.Murray & Elven,Polemonium villosissimum,DWC_ARCHIVE,2022-03-15T19:03:05.287Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Polemonium villosissimum (Hultén) D.F.Murray & Elven,NE
1469,3314479154,,,84026806,,CC_BY_NC_4_0,2021-06-22T17:59:08Z,https://www.inaturalist.org/observations/84026806,,leahstolar,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84026806,84026806,,leahstolar,,,PRESENT,,,,,,Power Line Pass,,,,,,2021-06-21 20:11:19,04:11:19Z,,,2021,6,21,Mon Jun 21 2021 20:11:19 GMT -0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.083477,-149.633835,4,,,,,,,,185139116,,leahstolar,2021-06-22 6:15:21,,,79477,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,sitchensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:16.420Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888754,2888754,6,7707728,220,946,6710,2888741,2888754,Valeriana sitchensis,Valeriana,Valeriana sitchensis Bong.,Valeriana sitchensis,DWC_ARCHIVE,2022-03-15T19:09:16.420Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Valeriana sitchensis Bong.,NE
1470,3314467217,,,84026803,,CC_BY_NC_4_0,2021-06-22T17:59:09Z,https://www.inaturalist.org/observations/84026803,,leahstolar,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84026803,84026803,,leahstolar,,,PRESENT,,,,,,Powerline Pass,,,,,,2021-06-21 20:12:17,04:12:17Z,,,2021,6,21,Mon Jun 21 2021 20:12:17 GMT -0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.083397,-149.633835,4,,,,,,,,185139114,,leahstolar,2021-06-22 6:15:21,,,127215,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,angustifolium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:21.797Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2730127,2730127,6,7707728,196,1369,7708,2730118,2730127,Eriophorum angustifolium,Eriophorum,Eriophorum angustifolium Honck.,Eriophorum angustifolium,DWC_ARCHIVE,2022-03-15T19:07:21.797Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Eriophorum angustifolium Honck.,LC
1471,3314466868,,,83709338,,CC_BY_NC_4_0,2021-06-26T01:53:14Z,https://www.inaturalist.org/observations/83709338,,omlaland,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83709338,83709338,,omlaland,,,PRESENT,,,,,,Many blooming along the trail.,,,,,,2021-06-17 20:07:41,04:07:41Z,,,2021,6,17,Thu Jun 17 2021 20:07:41 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.102774,-149.661103,86,,,,,,,,184515978,,omlaland,2021-06-19 22:51:33,,,170110,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,capitata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:07:09.099Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888742,2888742,6,7707728,220,946,6710,2888741,2888742,Valeriana capitata,Valeriana,Valeriana capitata Link,Valeriana capitata,DWC_ARCHIVE,2022-03-15T19:07:09.099Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Valeriana capitata Link,NE
1472,3314466867,,,83708122,,CC_BY_NC_4_0,2021-06-26T01:53:29Z,https://www.inaturalist.org/observations/83708122,,omlaland,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83708122,83708122,,omlaland,,,PRESENT,,,,,,Anemòne narcissiflòra L. subspecies. alaskàna Hult. Many blooming along the middle fork trail.,,,,,,2021-06-17 20:34:39,04:34:39Z,,,2021,6,17,Thu Jun 17 2021 20:34:39 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.103121,-149.660506,203,,,,,,,,184514062,,omlaland,2021-06-19 22:41:56,,,881556,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonastrum,narcissiflorum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:59:38.009Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8870733,8870733,6,7707728,220,399,2410,7277728,8870733,Anemonastrum narcissiflorum,Anemonastrum,Anemonastrum narcissiflorum (L.) Holub,Anemonastrum narcissiflorum,DWC_ARCHIVE,2022-03-15T18:59:38.009Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Anemonastrum narcissiflorum (L.) Holub,NE
1473,3314462206,,,84026805,,CC_BY_NC_4_0,2021-06-22T17:59:04Z,https://www.inaturalist.org/observations/84026805,,leahstolar,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84026805,84026805,,leahstolar,,,PRESENT,,,,,,Power line Pass,,,,,,2021-06-21 20:10:02,04:10:02Z,,,2021,6,21,Mon Jun 21 2021 20:10:02 GMT -0800 (AKDT),,,,US,Alaska,,,,"Chugach, Anchorage County, US-AK, US",,,,,61.083549,-149.633774,4,,,,,,,,185139115,,leahstolar,2021-06-22 6:15:21,,,160226,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,unalaschcensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:03.640Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3170721,3170721,6,7707728,220,408,6651,3170565,3170721,Castilleja unalaschcensis,Castilleja,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,Castilleja unalaschcensis,DWC_ARCHIVE,2022-03-15T19:02:03.640Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,NE
